Full Name,Nickname,Height,Weight,Reach,Stance,Date of Birth
Pauline Macias,PITA,"5' 4""",115 lbs.,"64""",Southpaw,"Jun 27, 1988"
Paulo Cesar Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963"
Paulo Filho,,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978"
Paulo Renato Junior,,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 25, 1994"
Paulo Santos,,--,--,--,,--
Paulo Costa,The Eraser,"6' 1""",185 lbs.,"72""",Orthodox,"Apr 21, 1991"
Paulo Thiago,,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981"
Paul Craig,Bearjew,"6' 3""",185 lbs.,"76""",Orthodox,"Nov 27, 1987"
Paul Capaldo,,"5' 7""",135 lbs.,--,,"Dec 27, 1996"
Paul Creighton,,"5' 6""",155 lbs.,--,Southpaw,"Jun 04, 1970"
Paul Georgieff,,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982"
Paul Jones,,"5' 9""",199 lbs.,--,Orthodox,"Jun 16, 1963"
Paul Kelly,,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984"
Paul Redmond,Redser,"5' 10""",145 lbs.,--,Orthodox,"Oct 20, 1986"
Paul Taylor,Relentless,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979"
Paul Rodriguez,,"5' 7""",155 lbs.,--,Orthodox,--
Paul Ruiz,,"5' 6""",135 lbs.,--,,"Jun 23, 1987"
Paul Sass,,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988"
Paul Daley,Semtex,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983"
Paul Song,,--,185 lbs.,--,,--
Paul Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,--
Paul Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983"
Paul Buentello,The Headhunter,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974"
Paul Felder,The Irish Dragon,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984"
Paul Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,--
Pawan Maan,,"5' 7""",155 lbs.,"70""",Orthodox,"Apr 06, 1986"
Pawel Nastula,,"6' 0""",230 lbs.,--,Southpaw,"Jun 26, 1970"
Pawel Pawlak,,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989"
Payton Talbott,,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998"
Pearl Gonzalez,,"5' 4""",115 lbs.,--,Orthodox,"Aug 12, 1986"
Pedro Falcao,Pedrinho,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992"
Pedro Rocha,,--,--,--,,--
Pedro Otavio,Te Pedro,"6' 3""",245 lbs.,--,Orthodox,--
Pedro Nobre,The Rock,"5' 5""",135 lbs.,--,,"Feb 13, 1986"
Pedro Rizzo,The Rock,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974"
Pedro Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986"
Peggy Morgan,The Daywalker,"6' 1""",135 lbs.,--,,"Dec 16, 1979"
Per Eklund,,"5' 10""",155 lbs.,"72""",Orthodox,--
Peter Barrett,Slippery,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986"
Peter Sobotta,,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987"
Peter Danesoe,The Asian Viking,"5' 9""",125 lbs.,"68""",Orthodox,"Sep 01, 2000"
Peter Petties,The Joker,"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990"
Pete Rodriguez,Dead Game,"5' 9""",170 lbs.,"71""",Switch,"Nov 13, 1996"
Pete Sell,Drago,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982"
Pete Williams,El Duro,"6' 3""",235 lbs.,--,Orthodox,"Jul 10, 1975"
Pete Sabala,,--,135 lbs.,--,,--
Pete Rogers Jr.,The Heat,"6' 0""",145 lbs.,--,,--
Pete Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971"
Petr Yan,No Mercy,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993"
Philipe Lins,Monstro,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985"
Philip De Fries,,"6' 5""",250 lbs.,"79""",Orthodox,"Apr 21, 1986"
Philip Perez,,"5' 5""",155 lbs.,--,Southpaw,--
Philip Preece,,"5' 8""",205 lbs.,--,Orthodox,--
Phillipe Nover,The Filipino Assassin,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984"
Phillip Miller,,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979"
Phil Harris,Billy,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983"
Phil Cardella,,"5' 11""",155 lbs.,--,,"Jul 09, 1976"
Phil Johns,,"5' 2""",170 lbs.,--,Southpaw,"Oct 22, 1968"
Phil Davis,Mr. Wonderful,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984"
Phil Hawes,No Hype,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989"
Phillip Latu,The Doctor,"6' 3""",205 lbs.,"76""",Orthodox,"Feb 17, 1991"
Phil Rowe,The Fresh Prince,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990"
Phil Caracappa,The Hitman,"5' 8""",135 lbs.,"70""",Orthodox,"Jun 05, 1992"
Phil Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976"
Piera Rodriguez,La Fiera,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992"
Pietro Menga,,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988"
Pingyuan Liu,,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993"
Piotr Hallmann,Pletwal,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987"
Poliana Botelho,,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988"
Polyana Viana,Dama de Ferro,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992"
Poppies Martinez,The Tachi Kid,"5' 9""",145 lbs.,--,,"Aug 19, 1983"
Preston Parsons,Pressure,"5' 11""",170 lbs.,"71""",Orthodox,"Jul 15, 1995"
Priscila Cachoeira,Zombie Girl,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988"
Priya Sharma,The Catwoman,"5' 1""",115 lbs.,"59""",Orthodox,"Aug 29, 1991"
Pro Escobedo,,--,205 lbs.,--,,--
Puja Tomar,Cyclone,"5' 4""",115 lbs.,"59""",Southpaw,"Dec 05, 1993"
Punahele Soriano,Puna,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992"
Qiu Lun,Tibetan Knight,"5' 8""",125 lbs.,"66""",Southpaw,"Jul 08, 1997"
Quang Le,Bang,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 18, 1991"
Quemuel Ottoni,,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 22, 1992"
Quillan Salkilld,,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999"
Quinn Mulhern,,"6' 3""",155 lbs.,--,Orthodox,"Sep 20, 1984"
Quinton Jackson,Rampage,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978"
Rachael Ostovich,,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991"
Rafaello Oliveira,Tractor,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982"
Rafael Fiziev,Ataman,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993"
Rafael Freitas,Capoeira,--,205 lbs.,--,Orthodox,--
Rafael Carino,,"6' 8""",245 lbs.,--,Orthodox,--
Rafael Carvalho,,"6' 3""",185 lbs.,--,,"Jul 27, 1986"
Rafael  Del Real,,"5' 11""",225 lbs.,--,,--
Rafael Dias,,"5' 9""",145 lbs.,--,Orthodox,"Oct 20, 1979"
Rafael Dos Anjos,,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984"
Rafael Cavalcante,Feijao,"6' 1""",205 lbs.,"74""",Orthodox,"Apr 14, 1980"
Rafael Estevam,Macapa,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996"
Rafael Silva,Morcego,"5' 7""",135 lbs.,--,,"Mar 20, 1985"
Rafael Rebello,Rafinha,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 16, 1980"
Rafael Rios,,--,150 lbs.,--,,--
Rafael Natal,Sapo,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982"
Rafael Alves,The Turn,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990"
Rafa Garcia,Gifted,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994"
Raffael Cerqueira,BJJ,--,205 lbs.,--,,"Mar 15, 1990"
Raheam Forest,Rambo,"5' 11""",170 lbs.,"73""",Switch,"Jul 11, 1997"
Raimond Magomedaliev,,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 10, 1990"
Rainn Guerrero,Purple Rainn,"5' 6""",125 lbs.,"65""",Orthodox,"May 13, 1992"
Rainy Martinez,,"6' 0""",199 lbs.,--,Orthodox,--
Raja Shippen,,"5' 6""",145 lbs.,--,,"Oct 07, 1986"
Ralek Gracie,,"6' 2""",210 lbs.,--,Orthodox,"Oct 04, 1985"
Ralph Gracie,,"5' 9""",183 lbs.,--,Orthodox,--
Ralph Dillon,Rage,"6' 2""",205 lbs.,--,Orthodox,--
Ramazan Emeev,Gorets,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987"
Ramazan Kuramagomedov,,"6' 1""",170 lbs.,"73""",Orthodox,"Aug 23, 1996"
Ramazan Temirov,Temurlan,--,125 lbs.,--,,"Jan 31, 1997"
Rama Supandhi,Hellboy,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991"
Rameau Thierry Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984"
Ramiro Hernandez,Junior,"5' 9""",135 lbs.,--,Orthodox,"Jul 22, 1986"
Ramiz Brahimaj,,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992"
Rami Hamed,,"6' 1""",170 lbs.,"71""",Orthodox,"Apr 25, 1991"
Ramona Pascual,,"5' 7""",135 lbs.,"66""",Southpaw,"Sep 23, 1988"
Ramon Taveras,The Savage,"5' 8""",135 lbs.,"70""",Southpaw,"Jan 09, 1994"
Ramsey Nijem,,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988"
Rana Rudra Pratap Singh,Ashwathama,"5' 10""",135 lbs.,"69""",Orthodox,"May 09, 1997"
Randall Wallace,Braveheart,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989"
Randa Markos,Quiet Storm,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985"
Randy Brown,Rudeboy,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990"
Randy Couture,The Natural,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963"
Randy Costa,The Zohan,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994"
Rani Yahya,,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984"
Raoni Barcelos,,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987"
Raou Raou,,"5' 8""",195 lbs.,--,Orthodox,--
Raphael Assuncao,,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982"
Raphael Pessoa,Bebezao,"6' 3""",262 lbs.,"78""",Orthodox,"Mar 09, 1989"
Raphael Butler,The Silencer,"6' 3""",261 lbs.,--,,"Jan 04, 1984"
Raquel Pa'aluhi,Rocky,"5' 7""",135 lbs.,--,,--
Raquel Pennington,Rocky,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988"
Rashad Coulter,Daywalker,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981"
Rashad Evans,Suga,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979"
Rashard Lovelace,,--,155 lbs.,--,,--
Rashid Magomedov,Highlander,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984"
Raulian Paiva,,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 17, 1995"
Raul Castillo,,"5' 11""",185 lbs.,--,Orthodox,--
Raul Rosas Jr.,El Nino Problema,"5' 9""",135 lbs.,"67""",Switch,"Oct 08, 2004"
Raul Sandoval,,--,130 lbs.,--,,--
Ravena Oliveira,Kenoudy,"5' 5""",115 lbs.,"65""",Orthodox,"Feb 20, 1997"
Rayanne dos Santos,,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995"
Raymond Daniels,,"6' 2""",185 lbs.,--,Southpaw,--
Ray Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979"
Ray Perales,Relentless,"5' 10""",170 lbs.,--,Orthodox,--
Ray Routh,,"5' 8""",185 lbs.,--,Orthodox,--
Ray Seraille,,"6' 3""",246 lbs.,--,,--
Ray Sloan,,"6' 1""",205 lbs.,--,,"Jul 14, 1985"
Ray Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,"Feb 15, 1971"
Ray Rodriguez,The Judge,"5' 7""",135 lbs.,"70""",Orthodox,"Dec 10, 1987"
Ray Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993"
Ray Wizard,,--,--,--,,--
Razak Al-Hassan,,"6' 2""",205 lbs.,--,Orthodox,"May 14, 1982"
Reese Andy,Riptide,"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973"
Reginaldo Vieira,,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982"
Rei Tsuruya,,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002"
Remco Pardoel,Grizzly,"6' 3""",260 lbs.,--,Southpaw,--
Remo Cardarelli,,--,135 lbs.,--,,--
Renan Barao,The Baron,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987"
Renato Sobral,Babalu,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975"
Renato Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,"Aug 03, 1973"
Renato Moicano,,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989"
Renee Forte,,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987"
Rene Kronvold,,"5' 8""",170 lbs.,--,Orthodox,--
Renzo Gracie,,"5' 10""",185 lbs.,--,Orthodox,"Mar 11, 1967"
Ren Ozaki,,"5' 7""",135 lbs.,"68""",Orthodox,"Dec 15, 2001"
Reuben Duran,,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983"
Rex Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,--
Rex Richards,,"6' 5""",265 lbs.,--,,--
Reyes Cortez Jr.,,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 31, 1992"
Reynaldo Trujillo,The Truth,"5' 9""",155 lbs.,--,,"Jan 01, 1982"
Reza Madadi,Mad Dog,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978"
Reza Nasri,,"5' 11""",205 lbs.,--,Orthodox,--
Reza Arianto,The Crazy Lion,--,155 lbs.,--,,--
Rhadi Ferguson,,"5' 7""",205 lbs.,--,,--
Rhys McKee,Skeletor,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995"
Ricardo Prasel,Alemao,"6' 7""",238 lbs.,"78""",Orthodox,"Jun 02, 1990"
Ricardo Barros,,"6' 1""",205 lbs.,--,,"Mar 22, 1976"
Ricardo Almeida,Big Dog,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976"
Ricardo Abreu,Demente,"5' 11""",185 lbs.,--,Orthodox,"Apr 27, 1984"
Ricardo Funch,Golden Boy,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980"
Ricardo Ramos,,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995"
Ricardo Romero,,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978"
Ricardo Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,Orthodox,"Jul 17, 1978"
Ricardo Lamas,The Bully,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982"
Ricardo Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,"Feb 26, 1967"
Ricco Rodriguez,Suave,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977"
Richardson Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984"
Richard Crunkilton,Cleat,"5' 7""",155 lbs.,--,Orthodox,"Nov 25, 1979"
Richard Dalton,,"6' 1""",205 lbs.,--,Orthodox,--
Richard Walsh,Filthy Rich,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988"
Richard Jacobi,,"6' 4""",260 lbs.,"75""",Orthodox,"Sep 28, 1993"
Richard Odoms,The Black Eagle,"6' 5""",265 lbs.,--,Orthodox,"May 08, 1975"
Richie Smullen,,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991"
Richie Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974"
Richie Santiago,The Milford Mauler,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992"
Richie Vaculik,Vas,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983"
Rich Franklin,Ace,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974"
Rich Bouphanouvong,,"5' 7""",170 lbs.,--,,--
Rich Clementi,No Love,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976"
Rich Attonito,The Raging Bull,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977"
Rickson Gracie,,"5' 10""",185 lbs.,--,Switch,"Nov 20, 1958"
Rickson Zenidim,The King,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 17, 1999"
Ricky Camp,2 Slick,"5' 7""",135 lbs.,--,,--
Ricky Calatayud,,"5' 9""",125 lbs.,--,,"Oct 10, 1982"
Ricky Palacios,El Gallero,"5' 6""",145 lbs.,--,Orthodox,"Jul 05, 1987"
Ricky Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,--
Ricky Johnson,,"5' 8""",145 lbs.,--,Orthodox,--
Ricky Simon,,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992"
Ricky Glenn,The Gladiator,"6' 0""",170 lbs.,"70""",Southpaw,"Apr 12, 1989"
Ricky Steele,The Karate Kid,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988"
Ricky Rainey,The Sniper,"6' 1""",170 lbs.,"77""",Switch,"Jun 29, 1983"
Ricky Turcios,,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993"
Rick Roufus,,"6' 0""",207 lbs.,--,Southpaw,--
Rick Davis,The Flying Squirrel,"5' 9""",155 lbs.,--,Orthodox,--
Rick Story,The Horror,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984"
Rico Altamirano,,"5' 10""",170 lbs.,--,,--
Rico DiSciullo,,"5' 8""",135 lbs.,--,Orthodox,"Oct 12, 1986"
Rico Farrington,The Triggerman,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989"
Riki Fukuda,,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981"
Rilley Dutro,,"5' 8""",125 lbs.,--,Orthodox,"Sep 03, 1987"
Rinat Fakhretdinov,Gladiator,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991"
Rinya Nakamura,Hybred,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995"
Rin Nakai,,"5' 1""",135 lbs.,--,Orthodox,"Oct 22, 1986"
Rizvan Kuniev,,"6' 4""",240 lbs.,"76""",Orthodox,"Oct 03, 1992"
RJ Clifford,,--,160 lbs.,--,,--
Roan Carneiro,Jucao,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978"
Robbie Ring,Razor,"5' 9""",145 lbs.,"68""",Orthodox,"Jul 14, 2000"
Robbie Lawler,Ruthless,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982"
Robelis Despaigne,The Big Boy,"6' 7""",265 lbs.,"84""",Orthodox,"Sep 09, 1988"
Roberta Rovel,Crusher,"5' 8""",145 lbs.,--,,--
Roberto Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968"
Robert Bryczek,,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990"
Robert McDaniel,Bubba,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983"
Robert Drysdale,,"6' 3""",205 lbs.,--,Orthodox,"Oct 05, 1981"
Robert Sanchez,Littlefury,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986"
Robert Lucarelli,,"6' 2""",245 lbs.,--,,--
Robert Peralta,Problems,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986"
Robert Valentin,Robzilla,"6' 2""",185 lbs.,"77""",Orthodox,"Mar 31, 1995"
Robert Breslin,The Bullet,"5' 11""",155 lbs.,--,,--
Robert Whiteford,The Hammer,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983"
Robert Whittaker,The Reaper,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990"
Robert Densley,The Wrecker,"5' 9""",155 lbs.,--,,--
Rob Font,,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987"
Rob MacDonald,Maximus,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978"
Rob Yundt,Monster,"6' 1""",185 lbs.,--,Orthodox,"May 05, 1980"
Rob McCullough,Razor,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977"
Rob Wilkinson,Razor,"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992"
Rob Sinclair,,"5' 8""",155 lbs.,--,,"Feb 20, 1980"
Rob Broughton,The Bear,"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983"
Rob Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981"
Rob Emerson,The Saint,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981"
Rocky Lee,,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987"
Rocky Long,,--,145 lbs.,--,,"Feb 18, 1978"
Rodney Faverus,,"6' 0""",215 lbs.,--,Southpaw,--
Rodney Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981"
Rodolfo Rubio Perez,Fito,"5' 5""",145 lbs.,--,Orthodox,"Jan 29, 1987"
Rodolfo Marques Diniz,,"5' 6""",135 lbs.,--,,"Jan 23, 1984"
Rodolfo Bellato,Trator,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 05, 1996"
Rodolfo Vieira,,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989"
Rodrigo Damm,,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980"
Rodrigo Lidio,Dynamis,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989"
Rodrigo Gracie,,"6' 0""",183 lbs.,--,Orthodox,"Apr 11, 1975"
Rodrigo de Lima,Monstro,"5' 7""",155 lbs.,--,Orthodox,"Mar 12, 1991"
Rodrigo Gripp de Sousa,Riscado,"5' 11""",205 lbs.,--,Orthodox,--
Rodrigo Ruas,,"5' 10""",185 lbs.,--,Orthodox,"Oct 06, 1977"
Rodrigo Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992"
Rogerio Bontorin,,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992"
Rogerio Nogueira,Minotouro,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976"
Roger Huerta,El Matador,"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983"
Roger Gracie,,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981"
Roger Bowling,Relentless,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982"
Roger Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983"
Roger Hollett,The Hulk,"5' 11""",205 lbs.,--,Orthodox,"Oct 08, 1978"
Roger Carroll,The Leprechaun,"5' 10""",170 lbs.,--,,--
Roger Zapata,Viva,"5' 11""",170 lbs.,--,Southpaw,"May 09, 1986"
Rolando Dy,Dy Incredible,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990"
Rolando Perez,,"5' 8""",135 lbs.,--,Orthodox,--
Rolando Delgado,Roli,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981"
Rolando Bedoya,The Machine,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997"
Roland Delorme,,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983"
Roland Payne,,"5' 9""",205 lbs.,--,Orthodox,--
Roldan Sangcha'an,The Executioner,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990"
Rolles Gracie,,"6' 4""",242 lbs.,--,Orthodox,"Jul 14, 1978"
Roman Bogatov,,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990"
Roman Bravo-Young,,--,205 lbs.,--,,--
Roman Dolidze,,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988"
Roman Salazar,El Gallito,"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988"
Roman Kopylov,,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991"
Roman Mitichyan,,"5' 10""",170 lbs.,--,Orthodox,"Sep 04, 1978"
Roman Zentsov,The Russian Hammer,"6' 1""",230 lbs.,--,Orthodox,"Sep 10, 1973"
Romie Aram,,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977"
Ronaldo Rodriguez,Lazy Boy,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999"
Ronaldo Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,"Apr 24, 1989"
Ronald Carillo,,--,125 lbs.,--,,--
Ronald Jhun,The Machine Gun,"5' 11""",170 lbs.,--,Orthodox,"Sep 21, 1970"
Ronal Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71""",Southpaw,"May 05, 1996"
Ronda Rousey,Rowdy,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987"
Ronnie Lawrence,The Heat,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992"
Ronny Markes,,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988"
Ronys Torres,,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975"
Rony Jason,,"5' 7""",145 lbs.,"73""",Orthodox,"Mar 21, 1984"
Rony Sefo,,"5' 9""",225 lbs.,--,Orthodox,--
Ron Faircloth,,"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979"
Ron Waterman,H20,"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965"
Ron Henderson,,"5' 10""",125 lbs.,--,,--
Ron Keslar,,--,185 lbs.,--,,--
Ron Fields,Killing,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974"
Ron van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,"Jan 25, 1943"
Ron Stallings,The Choir Boy,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983"
